external_id,entity_type,name,email,phone,contact_name,street,city,address_full,employee_count,join_date,project_zone,admin_zone,subzone,province,lat,lng,geo_source,status,line_id,follow,m_intranet,m_edm,m_line,m_standee,m_poster,m_booth,m_leaflet,remark,notes,source_file,source_sheet,source_row,raw_data,osm_address,osm_query_used,geo_precision,_errors
76cb33165052b35b,external_org,,,,ส่วนธุรการ,27/1 หมู่ 2 WHA Rayong 36 Industrial Estate ตำบลพนานิคม อำเภอนิคมพัฒนา จังหวัดระยอง 21180,ระยอง,"27/1 หมู่ 2 WHA Rayong 36 Industrial Estate ตำบลพนานิคม อำเภอนิคมพัฒนา จังหวัดระยอง 21180, ระยอง",,,,อำเภอนิคมพัฒนา,,ระยอง,12.8858877,101.1192801,google,,,,,,,,,,,,23,B2B,องค์กร ภายนอก,27,"{""1"": ""23"", ""2"": """", ""3"": """", ""4"": ""27/1 หมู่ 2 WHA Rayong 36 Industrial Estate\nตำบลพนานิคม อำเภอนิคมพัฒนา จังหวัดระยอง 21180"", ""5"": ""ระยอง"", ""6"": ""ส่วนธุรการ"", ""7"": """", ""8"": """", ""9"": """", ""10"": """", ""11"": """", ""12"": """", ""13"": """", ""14"": """", ""15"": """", ""16"": """", ""17"": """"}","{""county"": ""อำเภอนิคมพัฒนา"", ""province"": ""จังหวัดระยอง"", ""ISO3166-2-lvl4"": ""TH-21"", ""postcode"": ""21180"", ""country"": ""ประเทศไทย"", ""country_code"": ""th""}","อำเภอนิคมพัฒนา, ระยอง, ประเทศไทย",google,missing name
abfddbc563093285,partner_2026,,,,,2/1 ซอยประดิษฐ์มนูธรรม 5 ถนนประดิษฐ์มนูธรรม แขวงท่าแร้ง เขตบางเขน กรุงเทพมหานคร 10230,,2/1 ซอยประดิษฐ์มนูธรรม 5 ถนนประดิษฐ์มนูธรรม แขวงท่าแร้ง เขตบางเขน กรุงเทพมหานคร 10230,,,,เขตบางเขน,,กรุงเทพมหานคร,13.8497232,100.6404726,google,,,,,,,,,,,,165,B2B,2026,169,"{""1"": ""165"", ""2"": """", ""3"": """", ""4"": ""2/1 ซอยประดิษฐ์มนูธรรม 5 ถนนประดิษฐ์มนูธรรม แขวงท่าแร้ง เขตบางเขน กรุงเทพมหานคร 10230"", ""5"": """", ""6"": """", ""7"": """", ""8"": """", ""9"": """", ""10"": """", ""11"": """", ""12"": """", ""13"": """", ""14"": """", ""15"": """", ""16"": """", ""17"": """", ""18"": """", ""19"": """"}","{""suburb"": ""เขตบางเขน"", ""city"": ""กรุงเทพมหานคร"", ""ISO3166-2-lvl4"": ""TH-10"", ""postcode"": ""10220"", ""country"": ""ประเทศไทย"", ""country_code"": ""th""}","เขตบางเขน, , ประเทศไทย",google,missing name
