external_id,name,province,admin_zone,current_precision,current_lat,current_lng,google_lat,google_lng,status,location_type,partial_match,formatted_address,place_id,quality_reason
f37275b24578f691,บริษัท โอนิชิ อิเล็กทรอนิกส์ (ไทยแลนด์) จำกัด,ปทุมธานี,อำเภอเมืองปทุมธานี,city,14.0203964,100.5340426,14.0134685,100.6643429,OK,RANGE_INTERPOLATED,TRUE,1 Khlong Sam Road ตำบล คลองสาม อำเภอคลองหลวง ปทุมธานี 12120 ประเทศไทย,EmAxIEtobG9uZyBTYW0gUm9hZCBUYW1ib24gS2hsb25nIFNhbSwgQW1waG9lIEtobG9uZyBMdWFuZywgQ2hhbmcgV2F0IFBhdGh1bSBUaGFuaSAxMjEyMCwgVGhhaWxhbmQiMBIuChQKEgnnjk8fqH8dMRGHC4A1LZT0PBABKhQKEgnDiIfQB38dMRE4c2E74iqvPw,partial match without matching house number
7de4ce16f6249935,ห้างหุ้นส่วนออลนิว ซิสเต็ม,สมุทรปราการ,อำเภอเมืองสมุทรปราการ,city,13.5981041,100.6011757,13.6220394,100.6103305,OK,APPROXIMATE,TRUE,หมู่ 6 ตำบล บางเมืองใหม่ อำเภอเมืองสมุทรปราการ สมุทรปราการ 10270 ประเทศไทย,ChIJu8rMj5mg4jARDKOa4wa7jNA,low confidence location_type=APPROXIMATE
a73db87870cbdc3c,วิทยาลัยนานาชาติราฟเฟิลส์ กรุงเทพฯ - Raffles International College,สมุทรปราการ,อำเภอเมืองสมุทรปราการ,city,13.5981041,100.6011757,13.5787933,100.7792127,OK,APPROXIMATE,TRUE,หมู่15 ตำบลบางเสาธง อำเภอบางเสาธง สมุทรปราการ 10540 ประเทศไทย,ChIJF493pF1bHTERJFsAkr7xsgc,low confidence location_type=APPROXIMATE
1eaaaa6797bba008,"บริษัท ณัฐสิริ เรียลเอสเตท จำกัด - NATSIRI REALESTATE CO., LTD",ปทุมธานี,อำเภอเมืองปทุมธานี,city,14.0203964,100.5340426,14.0655751,100.8475719,OK,ROOFTOP,TRUE,แพรมาพร หมู่ที่2 เสนากรีนวิลล์ คลอง11 ตำบล บึงน้ำรักษ์ อำเภอธัญบุรี ปทุมธานี 12110 ประเทศไทย,ChIJN7U2NQCdHTERb0rNnwtNIbg,partial match without matching house number
4d439d9876b3b6e1,บริษัท เอทีเค กู๊ด เซอร์วิส จำกัด - ATK GOOD SERVICES COMPANY LIMITED,นนทบุรี,อำเภอปากเกร็ด,district,13.9361561,100.5050819,13.9264691,100.4621060,OK,ROOFTOP,TRUE,99 ถ. ชัยพฤกษ์ ตำบล บางพลับ อำเภอปากเกร็ด นนทบุรี 11120 ประเทศไทย,ChIJC77oqpiF4jARuzB_sBoYjRc,partial match without matching house number
63ab757160775891,บริษัท ฮีโน่มอเตอร์ส แมนูแฟคเจอริ่ง (ประเทศไทย) - HINO,สมุทรปราการ,อำเภอเมืองสมุทรปราการ,city,13.5981041,100.6011757,13.6375800,100.6078679,OK,GEOMETRIC_CENTER,TRUE,"99, ถ. เทพารักษ์ ตำบลเทพารักษ์ อำเภอเมืองสมุทรปราการ สมุทรปราการ 10270 ประเทศไทย",ChIJ5am7xbteHTERuOLNHanSAgk,low confidence location_type=GEOMETRIC_CENTER
1b1e7c4fce3f2eab,บริษัท ซินเนอร์เจติค ออโต้ เพอร์ฟอร์มานซ์ จำกัด (มหาชน) - Asap Car Rental,สมุทรปราการ,อำเภอเมืองสมุทรปราการ,district,13.6004117,100.5970076,13.6361291,100.6106162,OK,ROOFTOP,TRUE,หมู่3 ถ. เทพารักษ์ ตำบลเทพารักษ์ อำเภอเมืองสมุทรปราการ สมุทรปราการ 10270 ประเทศไทย,ChIJuzbrWoag4jARdew0e0l-6rc,partial match without matching house number
ffb8771156fab4be,บริษัท สตรีม ไอ.ที.คอนซัลติ้ง จำกัด - stream consulting,กรุงเทพมหานคร,เขตปทุมวัน,district,13.7461522,100.5310235,13.7270531,100.5472545,OK,GEOMETRIC_CENTER,TRUE,ถ. วิทยุ แขวงลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330 ประเทศไทย,ChIJo-KudiSf4jARuHpmM504kW4,low confidence location_type=GEOMETRIC_CENTER
1b34b553c7873553,รร อัสสัมชัญ สมุทรปราการ - Assumption College Samutprakarn,สมุทรปราการ,อำเภอเมืองสมุทรปราการ,city,13.5981041,100.6011757,13.6003591,100.7153026,OK,GEOMETRIC_CENTER,TRUE,ถ. เทพารักษ์ สมุทรปราการ ประเทศไทย,ChIJj6MMPnBfHTERB4AR1hMHPV4,low confidence location_type=GEOMETRIC_CENTER
18c2f6aa9e9d352a,"FABRINET CO.,LTD บริษัท ฟาบริเนท จำกัด",ปทุมธานี,อำเภอคลองหลวง,district,14.1033948,100.6703459,16.5853530,99.4370604,OK,GEOMETRIC_CENTER,TRUE,ถ. พหลโยธิน ประเทศไทย,ChIJJ07MBY3V3jARL2_ZgaGNXu8,low confidence location_type=GEOMETRIC_CENTER
